Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2021-01-29,Flyer,House Collection,Greensquare,
2021-01-29,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,
2021-01-29,Tissue Box,Self Disposal,,JALAN PAKIS
2021-01-29,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2021-01-29,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-01-29,Glass Cosmetic Bottle,House Collection,,DEDAP LINK
2021-01-29,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-01-29,Beer Bottle,Self Disposal,Tidy,
2021-01-29,Paint Container,House Collection,Greensquare,
2021-01-29,Beer Bottle,House Collection,Alba,
2021-01-29,Sofas,House Collection,,SECTOR C SIN MING INDUSTRIAL ESTATE
2021-01-29,Melamine,House Collection,,WESTWOOD AVENUE
2021-01-30,Car Seats,House Collection,PWC-Alba-WH,
2021-01-30,Mobile Telephones,Self Disposal,,TAMPINES STREET 43
2021-01-30,Shirts,House Collection,Greensquare,
2021-01-30,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2021-01-30,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-01-30,Milk Carton,Self Disposal,,CHITTY ROAD
2021-01-30,Sanitary Pad,Self Disposal,,WATTEN PARK
2021-01-30,Soft Toys,Self Disposal,,BIN TONG PARK
2021-01-30,Paper Receipt,House Collection,,TUAS NEXUS DRIVE
2021-01-30,Detergent Bottle,Self Disposal,,BUCKLEY ROAD
2021-01-30,Biscuit Tin,House Collection,,ANG MO KIO INDUSTRIAL PARK 1
2021-01-30,Biscuit Tin,House Collection,Greensquare,
2021-01-30,Juice Carton,Self Disposal,PWC-800 Super,
2021-01-31,Beer Bottle,House Collection,Alba,
2021-01-31,Instant Noodle Bag,Self Disposal,,TUAS AVENUE 1
2021-01-31,Paint Container,Self Disposal,,SWETTENHAM CLOSE
2021-01-31,Paper Towel Roll,Self Disposal,PWC-Sembwaste,
2021-01-31,Glass Cosmetic Bottle,Self Disposal,Tidy,
2021-01-31,Paper Packaging,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-01-31,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-01-31,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-01-31,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-01-31,Detergent Bottle,Self Disposal,,DUNEARN CLOSE
2021-01-31,Canned Food Can,Self Disposal,Salvation Army,
2021-01-31,Soft Toys,Self Disposal,Tidy,
2021-01-31,Diaper,Self Disposal,,TAMPINES CENTRAL 7
2021-01-31,Televisions,House Collection,,PASIR RIS FARMWAY 1
2021-01-31,Namecard,Self Disposal,PWC-Sembwaste,
2021-01-31,Facial Cleanser Bottle,Self Disposal,,VENUS ROAD
2021-01-31,Glass Cosmetic Bottle,House Collection,Greensquare,
2021-02-01,Beer Bottle,Self Disposal,PWC-800 Super,
2021-02-01,Sandals,House Collection,,CHIN CHENG AVENUE
2021-02-01,CD,Self Disposal,PWC-Sembwaste,
2021-02-01,Dolls,Self Disposal,,MARIA AVENUE
2021-02-01,Aerosol Can,Self Disposal,Passiton.org,
2021-02-01,Tissue Paper,House Collection,Greensquare,
2021-02-01,Detergent Bottle,House Collection,Greensquare,
2021-02-01,Milk Carton,Self Disposal,Ezi,
2021-02-01,Telephone Directory,Self Disposal,Passiton.org,
2021-02-01,Tablets,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-01,Detergent Bottle,Self Disposal,Passiton.org,
2021-02-01,Sunglasses,House Collection,,YONG SIAK STREET
2021-02-01,Toys,Self Disposal,Ezi,
2021-02-01,Shampoo Bottle,Self Disposal,,LORONG 41 GEYLANG
2021-02-01,Belts,Self Disposal,,TUAS SOUTH STREET 11
2021-02-02,Glass Cosmetic Bottle,Self Disposal,,HARBOURFRONT WALK
2021-02-02,Bodywash Bottle,Self Disposal,,YUNG AN ROAD
2021-02-02,Facial Cleanser Bottle,House Collection,,ANG MO KIO ELECTRONICS PARK ROAD
2021-02-02,Canned Food Can,House Collection,,KANDIS LINK
2021-02-02,Shirts,House Collection,Alba,
2021-02-02,Tissue Box,House Collection,Greensquare,
2021-02-02,Paint Container,Self Disposal,,JALAN TUKANG
2021-02-02,Paper Receipt,Self Disposal,Salvation Army,
2021-02-02,Biscuit Tin,Self Disposal,,WOLSKEL ROAD
2021-02-02,Beer Bottle,Self Disposal,Salvation Army,
2021-02-02,Facial Cleanser Bottle,Self Disposal,,TAY LIAN TECK ROAD
2021-02-02,Condiment Bottle,House Collection,Greensquare,
2021-02-02,Glass Medicine Bottle,House Collection,,COUNTRYSIDE PLACE
2021-02-02,Tablets,Self Disposal,Alba E-waste Smart Recycling,
2021-02-02,Canned Food/Drinks,House Collection,,ELIAS TERRACE
2021-02-02,Biscuit Tin,Self Disposal,Salvation Army,
2021-02-02,Drinking Straw,House Collection,,RICHARDS AVENUE
2021-02-03,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-03,Glass Cosmetic Bottle,Self Disposal,,MEDIA CIRCLE
2021-02-03,Paint Container,Self Disposal,Ezi,
2021-02-03,Canned Food Can,House Collection,,EASTWOOD TERRACE
2021-02-03,Plastic Takeaway Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-03,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-03,Canned Food Can,Self Disposal,PWC-800 Super,
2021-02-03,Aerosol Can,Self Disposal,,JALAN BENAAN KAPAL
2021-02-03,Beer Bottle,House Collection,,RIVER VALLEY GROVE
2021-02-03,Glass Medicine Bottle,House Collection,,SERANGOON NORTH AVENUE 4
2021-02-03,Bodywash Bottle,Self Disposal,Salvation Army,
2021-02-03,Aerosol Can,House Collection,,KAY SIANG ROAD
2021-02-03,Biscuit Tin,House Collection,,PINE WALK
2021-02-04,Namecard,Self Disposal,,ST. WILFRED ROAD
2021-02-04,Aerosol Can,Self Disposal,,JALAN BATU
2021-02-04,Aerosol Can,Self Disposal,,CHANCERY HILL WALK
2021-02-04,Beer Bottle,Self Disposal,,PASIR RIS STREET 13
2021-02-04,Aerosol Can,Self Disposal,PWC-Sembwaste,
2021-02-04,Bodywash Bottle,Self Disposal,,LOMPANG ROAD
2021-02-04,Glass Drink Bottle,House Collection,,CANTONMENT CLOSE
2021-02-04,Ceramic,Self Disposal,Tidy,
2021-02-04,Long Fluorescent Tubes,House Collection,Greensquare,
2021-02-04,Clothes Dryers,Self Disposal,Tidy,
2021-02-04,Paint Container,Self Disposal,,KOVAN ROAD
2021-02-04,Plastic Film Packaging,House Collection,,RAFFLES BOULEVARD
2021-02-04,Biscuit Tin,House Collection,,RAMBUTAN ROAD
2021-02-04,Routers,Self Disposal,Tidy,
2021-02-04,Laptops,House Collection,,JALAN PASIR RIA
2021-02-04,Biscuit Tin,Self Disposal,PWC-800 Super,
2021-02-04,Bedding,Self Disposal,Salvation Army,
2021-02-04,Aerosol Can,House Collection,,JURONG WEST STREET 73
2021-02-04,Shampoo Bottle,Self Disposal,,MOONBEAM VIEW
2021-02-04,Greeting Card,Self Disposal,,KENYA CRESCENT
2021-02-05,Detergent Bottle,Self Disposal,Tidy,
2021-02-05,Glass Medicine Bottle,Self Disposal,Salvation Army,
2021-02-05,Packet Drink,House Collection,PWC-Alba-WH,
2021-02-05,Biscuit Tin,Self Disposal,PWC-800 Super,
2021-02-05,Air-Conditioners,Self Disposal,,TAI YUAN HEIGHTS
2021-02-05,Beer Bottle,House Collection,PWC-Alba-WH,
2021-02-05,Red Packet,Self Disposal,Passiton.org,
2021-02-05,Beer Bottle,Self Disposal,PWC-800 Super,
2021-02-05,Bodywash Bottle,Self Disposal,Salvation Army,
2021-02-05,Glass Cosmetic Bottle,House Collection,Greensquare,
2021-02-05,Set-Top Boxes,Self Disposal,,MERANTI CRESCENT
2021-02-05,Shampoo Bottle,House Collection,Greensquare,
2021-02-05,Tissue Paper,House Collection,,BEDOK INDUSTRIAL PARK C
2021-02-05,Bubble Wrap,Self Disposal,,CHENG SOON CRESCENT
2021-02-05,Shorts,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-05,Detergent Bottle,Self Disposal,,CHIN BEE AVENUE
2021-02-05,Shampoo Bottle,House Collection,,GEYLANG EAST CENTRAL
2021-02-05,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-02-05,Gift Wrapping Paper,Self Disposal,Ezi,
2021-02-06,Aerosol Can,Self Disposal,Passiton.org,
2021-02-06,Newspaper,House Collection,,JALAN JORAN
2021-02-06,Toy Cars,Self Disposal,,UPPER PICKERING STREET
2021-02-06,Juice Carton,Self Disposal,Tidy,
2021-02-06,Food Jar,House Collection,Alba,
2021-02-06,Set-Top Boxes,House Collection,,SIMEI AVENUE
2021-02-06,Biscuit Tin,House Collection,,FIJI ROAD
2021-02-06,Slippers,Self Disposal,Salvation Army,
2021-02-06,Set-Top Boxes,House Collection,PWC-Alba-WH,
2021-02-06,Switches,Self Disposal,,WOODLANDS AVENUE 10
2021-02-06,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,
2021-02-06,Soft Toys,Self Disposal,Ezi,
2021-02-06,Glass Medicine Bottle,Self Disposal,Passiton.org,
2021-02-06,Aerosol Can,Self Disposal,,LOTHIAN TERRACE
2021-02-06,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-02-06,Carton Box,Self Disposal,Alba E-waste Smart Recycling,
2021-02-06,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,
2021-02-06,Set-Top Boxes,Self Disposal,PWC-Sembwaste,
2021-02-06,Canned Food/Drinks,House Collection,Greensquare,
2021-02-07,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-07,Bodywash Bottle,House Collection,Greensquare,
2021-02-07,Paint Container,Self Disposal,Passiton.org,
2021-02-07,Handbags,House Collection,PWC-Alba-WH,
2021-02-07,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-07,Car Seats,House Collection,PWC-Alba-WH,
2021-02-07,Bodywash Bottle,House Collection,,LORONG AMPAS
2021-02-07,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-02-07,Magazine Wrapper,House Collection,Alba,
2021-02-07,Board Games,Self Disposal,,KAMPONG SIREH
2021-02-07,Ovens,House Collection,,CUPPAGE ROAD
2021-02-07,Glass Cosmetic Bottle,Self Disposal,,BALESTIER ROAD
2021-02-08,Glass Cosmetic Bottle,Self Disposal,,WOODLANDS STREET 12
2021-02-08,Biscuit Tin,House Collection,Alba,
2021-02-08,Pants,Self Disposal,,SEMBAWANG CRESCENT
2021-02-08,Set-Top Boxes,House Collection,PWC-Alba-WH,
2021-02-08,Dolls,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-08,Biscuits,Self Disposal,Alba E-waste Smart Recycling,
2021-02-08,Coffee Capsules,House Collection,PWC-Alba-WH,
2021-02-08,Glass Medicine Bottle,House Collection,PWC-Alba-WH,
2021-02-08,Aerosol Can,House Collection,,WINCHESTER ROAD
2021-02-08,Canned Food Can,Self Disposal,Tidy,
2021-02-08,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-02-08,Glass Cosmetic Bottle,Self Disposal,,JALAN BAIDURI
2021-02-08,Light Bulbs,Self Disposal,,JALAN TUA KONG
2021-02-09,Beer Bottle,Self Disposal,,WOOLLERTON DRIVE
2021-02-09,Beer Bottle,House Collection,,BEDOK AVENUE
2021-02-09,Paint Container,Self Disposal,,SOMMERVILLE ROAD
2021-02-09,Refrigerators,Self Disposal,,LORONG 38 GEYLANG
2021-02-09,Modems,Self Disposal,,JALAN BATU
2021-02-09,Wine Bottle,House Collection,,COLLEGE GREEN
2021-02-09,Aerosol Can,Self Disposal,PWC-800 Super,
2021-02-09,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2021-02-09,Toilet Paper,House Collection,Alba,
2021-02-09,Crockery,House Collection,,WEST COAST PLACE
2021-02-10,Glass Cosmetic Bottle,House Collection,,PIONEER TURN
2021-02-10,Paint Container,House Collection,,LIM CHU KANG LANE 8A
2021-02-10,Book,Self Disposal,PWC-800 Super,
2021-02-10,Glass Cosmetic Bottle,Self Disposal,,DELTA ROAD
2021-02-10,Glass Medicine Bottle,Self Disposal,,BOON LAY PLACE
2021-02-10,Glass Medicine Bottle,Self Disposal,Tidy,
2021-02-10,Canned Food Can,House Collection,,LI HWAN WALK
2021-02-10,Bubble Wrap,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-10,Detergent Bottle,House Collection,,MARLENE AVENUE
2021-02-11,Canned Food Can,House Collection,,WOODLANDS DRIVE 17
2021-02-11,Aerosol Can,House Collection,Alba,
2021-02-11,Glass Medicine Bottle,Self Disposal,,ADMIRALTY LINK
2021-02-11,Facial Cleanser Bottle,Self Disposal,Ezi,
2021-02-11,Biscuit Tin,House Collection,,SELETAR WEST FARMWAY 2
2021-02-11,Aerosol Can,Self Disposal,PWC-800 Super,
2021-02-11,Printed Paper,House Collection,,SIXTH LOK YANG ROAD
2021-02-11,Aerosol Can,Self Disposal,Tidy,
2021-02-11,Detergent Bottle,Self Disposal,,SENG POH LANE
2021-02-11,Paint Container,Self Disposal,,JALAN MERBOK
2021-02-11,Aerosol Can,House Collection,,LENTOR VALE
2021-02-12,Biscuit Tin,Self Disposal,Ezi,
2021-02-12,Electric Mobility Scooters,Self Disposal,Passiton.org,
2021-02-12,Bodywash Bottle,House Collection,,SALLIM ROAD
2021-02-12,Shampoo Bottle,House Collection,Alba,
2021-02-12,Bodywash Bottle,House Collection,,BASSEIN ROAD
2021-02-12,Paint Container,Self Disposal,,HINDHEDE WALK
2021-02-12,Beer Bottle,House Collection,,ELLIOT ROAD
2021-02-12,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-12,Bodywash Bottle,House Collection,PWC-Alba-WH,
2021-02-12,Bodywash Bottle,House Collection,Greensquare,
2021-02-12,Facial Cleanser Bottle,House Collection,Alba,
2021-02-12,Bodywash Bottle,House Collection,,THOMSON WALK
2021-02-12,Biscuit Tin,Self Disposal,PWC-800 Super,
2021-02-12,Wax Paper,House Collection,,SPRINGSIDE CRESCENT
2021-02-12,Mobile Telephones,House Collection,,LEITH PARK
2021-02-12,Facial Cleanser Bottle,House Collection,,LORONG 105 CHANGI
2021-02-12,Aerosol Can,House Collection,PWC-Alba-WH,
2021-02-13,Air-Conditioners,Self Disposal,,TUAS BASIN LANE
2021-02-13,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2021-02-13,Shampoo Bottle,House Collection,Alba,
2021-02-13,Washing Machines,Self Disposal,Tidy,
2021-02-13,Biscuit Tin,Self Disposal,Tidy,
2021-02-13,Detergent Bottle,Self Disposal,Tidy,
2021-02-13,Toasters,Self Disposal,,DUNMAN ROAD
2021-02-13,Beer Bottle,House Collection,Alba,
2021-02-13,Shorts,Self Disposal,,YUNNAN DRIVE 1
2021-02-13,Cutlery,House Collection,PWC-Alba-WH,
2021-02-13,Shampoo Bottle,House Collection,PWC-Alba-WH,
2021-02-13,Telephone Directory,Self Disposal,,VENUS ROAD
2021-02-13,Wine Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-02-13,Biscuit Tin,House Collection,,KALLANG PLACE
2021-02-13,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-02-13,Shampoo Bottle,House Collection,,PENJURU CLOSE
2021-02-13,Egg Tray,Self Disposal,,CHOON GUAN STREET
2021-02-13,Glass Cosmetic Bottle,Self Disposal,Salvation Army,
2021-02-13,Bodywash Bottle,House Collection,,LOYANG CLOSE
2021-02-13,Beds,House Collection,Greensquare,
2021-02-14,Beer Bottle,Self Disposal,PWC-Sembwaste,
2021-02-14,Light Bulbs,Self Disposal,PWC-800 Super,
2021-02-14,Diaper,Self Disposal,Tidy,
2021-02-14,Beer Bottle,Self Disposal,Salvation Army,
2021-02-14,Plastic Food Bottle,Self Disposal,,HARDING ROAD
2021-02-14,Shredded Paper,House Collection,,SENOKO LOOP
2021-02-14,Condiment Bottle,Self Disposal,,JALAN TARI SERIMPI
2021-02-14,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-14,Tissue Box,House Collection,,DUNSFOLD DRIVE
2021-02-14,Paint Container,House Collection,,THONG SOON ROAD
2021-02-14,Canned Food Can,Self Disposal,PWC-Sembwaste,
2021-02-14,Greeting Card,Self Disposal,Ezi,
2021-02-14,Refrigerators,House Collection,,METROPOLE DRIVE
2021-02-14,Paint Container,Self Disposal,,PAKISTAN ROAD
2021-02-15,Canned Food Can,Self Disposal,Ezi,
2021-02-15,Plastic Takeaway Container,Self Disposal,,SWANAGE ROAD
2021-02-15,Sauce Bottle,House Collection,Alba,
2021-02-15,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-02-15,Facial Cleanser Bottle,Self Disposal,,LORONG 12 GEYLANG
2021-02-15,Glass Medicine Bottle,House Collection,,SIGLAP VALLEY
2021-02-15,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-02-15,Telephone Directory,Self Disposal,PWC-800 Super,
2021-02-15,Plastic Bag,Self Disposal,Salvation Army,
2021-02-15,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-15,Aerosol Can,House Collection,,MARIGOLD DRIVE
2021-02-15,Canned Food Can,Self Disposal,,LENTOR PLACE
2021-02-15,Network Hubs,House Collection,,PINE WALK
2021-02-15,Detergent Bottle,Self Disposal,,SIMEI STREET 3
2021-02-15,Board Games,House Collection,,JURONG TOWN HALL ROAD
2021-02-15,Toasters,Self Disposal,,FOO KIM LIN ROAD
2021-02-16,Bubble Wrap,House Collection,,TANJONG PENJURU CRESCENT
2021-02-16,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-16,Glass Medicine Bottle,House Collection,Alba,
2021-02-16,Brochure,Self Disposal,Passiton.org,
2021-02-16,Detergent Bottle,Self Disposal,Tidy,
2021-02-16,Televisions,Self Disposal,,TANAH MERAH BESAR ROAD
2021-02-16,Bodywash Bottle,Self Disposal,Salvation Army,
2021-02-16,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-16,Blouses,Self Disposal,,TENGAH GARDEN AVENUE
2021-02-16,Air-Conditioners,Self Disposal,PWC-800 Super,
2021-02-16,Paper Plate,Self Disposal,,KAKI BUKIT ROAD 4
2021-02-16,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-02-16,Beer Bottle,Self Disposal,,JALAN YASIN
2021-02-16,Glass Medicine Bottle,House Collection,,LORONG 31 GEYLANG
2021-02-16,Flyer,Self Disposal,Tidy,
2021-02-16,Bodywash Bottle,House Collection,,MCNAIR ROAD
2021-02-17,Slippers,Self Disposal,Ezi,
2021-02-17,Aerosol Can,House Collection,,CHIN CHENG AVENUE
2021-02-17,CD,Self Disposal,,NAMLY HILL
2021-02-17,Sandals,Self Disposal,,CHAPEL CLOSE
2021-02-17,Detergent Bottle,Self Disposal,,CRANWELL ROAD
2021-02-17,Printed Paper,House Collection,Greensquare,
2021-02-17,Shampoo Bottle,House Collection,Alba,
2021-02-17,Wireless Access Points,Self Disposal,Tidy,
2021-02-17,Toys,Self Disposal,,SIGLAP RISE
2021-02-17,Paper Cup,Self Disposal,Passiton.org,
2021-02-17,Glass Cosmetic Bottle,Self Disposal,,TOMLINSON ROAD
2021-02-17,Facial Cleanser Bottle,House Collection,,RAFFLES INSTITUTION LANE
2021-02-17,Glass Medicine Bottle,Self Disposal,PWC-800 Super,
2021-02-17,Paint Container,House Collection,Alba,
2021-02-17,Detergent Bottle,House Collection,,SUNVIEW DRIVE
2021-02-18,Towels,Self Disposal,Ezi,
2021-02-18,Beer Bottle,Self Disposal,Passiton.org,
2021-02-18,Diaper,Self Disposal,Ezi,
2021-02-18,Glass Medicine Bottle,House Collection,Alba,
2021-02-18,Glass Cosmetic Bottle,House Collection,,JALAN JERUJU
2021-02-18,Biscuit Tin,House Collection,Greensquare,
2021-02-18,Shampoo Bottle,House Collection,,TANGLIN HALT ROAD
2021-02-18,Paint Container,Self Disposal,Salvation Army,
2021-02-18,Shampoo Bottle,Self Disposal,,HARBOURFRONT AVENUE
2021-02-18,Toilet Paper,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-18,Printers,Self Disposal,PWC-Sembwaste,
2021-02-18,Disposable Wooden Chopstick,Self Disposal,,JALAN HARI RAYA
2021-02-18,Bodywash Bottle,Self Disposal,,PULASAN ROAD
2021-02-18,Glass Cosmetic Bottle,Self Disposal,,MARSHALL ROAD
2021-02-18,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-02-18,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,
2021-02-19,Washing Machines,House Collection,,PENNEFATHER ROAD
2021-02-19,Beer Bottle,Self Disposal,PWC-800 Super,
2021-02-19,Telephone Directory,House Collection,,MARSILING INDUSTRIAL ESTATE ROAD 5
2021-02-19,Skirts,House Collection,,TUAS STREET
2021-02-19,Sofas,Self Disposal,PWC-Sembwaste,
2021-02-19,Canned Food Can,House Collection,,JALAN UJI
2021-02-19,Shampoo Bottle,House Collection,Alba,
2021-02-19,Reusable Bags,House Collection,,ENG KONG LANE
2021-02-19,Glass Cosmetic Bottle,Self Disposal,,SUNBIRD AVENUE
2021-02-19,Beer Bottle,Self Disposal,Ezi,
2021-02-19,Glass Medicine Bottle,Self Disposal,PWC-800 Super,
2021-02-19,Glass Medicine Bottle,House Collection,Greensquare,
2021-02-19,Shampoo Bottle,Self Disposal,Ezi,
2021-02-19,Biscuit Tin,Self Disposal,,SECOND LOK YANG ROAD
2021-02-19,Facial Cleanser Bottle,Self Disposal,Passiton.org,
2021-02-20,Bodywash Bottle,House Collection,PWC-Alba-WH,
2021-02-20,Glass Cosmetic Bottle,Self Disposal,,BIRCH ROAD
2021-02-20,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2021-02-20,Glass Medicine Bottle,Self Disposal,PWC-800 Super,
2021-02-20,Detergent Bottle,Self Disposal,Ezi,
2021-02-20,Book,House Collection,PWC-Alba-WH,
2021-02-20,Aerosol Can,Self Disposal,,SUNSET TERRACE
2021-02-20,Instant Noodles,House Collection,Alba,
2021-02-20,Biscuit Tin,Self Disposal,PWC-800 Super,
2021-02-20,Canned Food Can,House Collection,,JALAN GAHARU
2021-02-20,Glass Medicine Bottle,Self Disposal,Ezi,
2021-02-20,Aerosol Can,House Collection,,BUKIT BATOK EAST AVENUE 2
2021-02-21,Detergent Bottle,House Collection,Alba,
2021-02-21,Rice,House Collection,Greensquare,
2021-02-21,Slippers,House Collection,,DUKU LANE
2021-02-21,Beer Bottle,Self Disposal,,WOODLANDS DRIVE 70
2021-02-21,Windows,Self Disposal,Alba E-waste Smart Recycling,
2021-02-21,Beer Bottle,House Collection,Greensquare,
2021-02-21,Food Jar,Self Disposal,PWC-800 Super,
2021-02-21,Detergent Bottle,Self Disposal,,WILTSHIRE ROAD
2021-02-21,Facial Cleanser Bottle,House Collection,,GALLOP WALK
2021-02-21,Food Jar,House Collection,,NORTH BUONA VISTA ROAD
2021-02-21,Ovens,House Collection,,EASTWOOD ROAD
2021-02-21,Paper Packaging,House Collection,,PANDAN CRESCENT
2021-02-21,Aerosol Can,Self Disposal,Ezi,
2021-02-21,Paint Container,House Collection,,PIONEER VIEW
2021-02-21,Facial Cleanser Bottle,Self Disposal,,TANAH MERAH KECHIL ROAD SOUTH
2021-02-21,Paint Container,Self Disposal,,CHAPEL CLOSE
2021-02-22,Plant,House Collection,,SENNETT PLACE
2021-02-22,Crockery,House Collection,,WOODLANDS DRIVE 75
2021-02-22,Biscuit Tin,House Collection,,JALAN SULTAN
2021-02-22,Shampoo Bottle,Self Disposal,PWC-Sembwaste,
2021-02-22,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2021-02-22,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-02-22,Paint Container,Self Disposal,,JALAN BULOH PERINDU
2021-02-22,Aerosol Can,House Collection,,JAMBOL PLACE
