s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
282,0.036011308,0.941864353,05/07/2021,Aerosol Can,House Collection,NA,WOODLANDS DRIVE 64
283,0.308294057,0.473639772,22/01/2022,Paint Container,Self Disposal,PWC-800 Super,NA
284,0.197900848,0.447992413,26/12/2021,Glass Cosmetic Bottle,Self Disposal,PWC-Sembwaste,NA
285,0.574485908,0.31537875,17/06/2022,Refrigerators,House Collection,Alba,NA
286,0.115036894,0.939523483,29/10/2021,Detergent Bottle,House Collection,NA,WOODLANDS RISE
287,0.663040413,0.471066624,08/11/2021,Newspaper,Self Disposal,PWC-800 Super,NA
288,0.788020591,0.381744004,19/01/2021,Watches,House Collection,PWC-Alba-WH,NA
289,0.993903663,0.742999387,17/11/2022,Potato Chip Bag,Self Disposal,NA,CHANGI BUSINESS PARK VISTA
290,0.836128074,0.797600514,17/03/2021,Plant,Self Disposal,NA,RIVERVALE CRESCENT
291,0.352406552,0.108857628,24/08/2021,Shampoo Bottle,Self Disposal,Salvation Army,NA
292,0.298433598,0.381966603,05/09/2022,Paint Container,House Collection,PWC-Alba-WH,NA
293,0.542064814,0.813678381,13/02/2022,CD,House Collection,NA,SERANGOON GARDEN CLOSE
294,0.359514076,0.56281709,13/05/2021,Shampoo Bottle,Self Disposal,NA,BAIN STREET
295,0.495387861,0.076226619,25/07/2021,Canned Food Can,Self Disposal,Passiton.org,NA
296,0.541240542,0.604065967,23/05/2021,Sauce Bottle,Self Disposal,NA,FARRER ROAD
297,0.499052768,0.722974036,28/07/2022,Canned Food Can,House Collection,NA,NORMA TERRACE
298,0.928166784,0.083374349,08/04/2022,Canned Food/Drinks,Self Disposal,Passiton.org,NA
299,0.515192081,0.734283704,20/09/2022,Baking Glassware,Self Disposal,NA,KEW TERRACE
300,0.672308399,0.642162448,25/12/2021,Set-Top Boxes,Self Disposal,NA,JALAN NOVENA SELATAN
301,0.886065232,0.156982094,08/01/2021,Car Seats,Self Disposal,Ezi,NA
302,0.927740318,0.881448105,21/04/2021,Shorts,House Collection,NA,PIONEER CRESCENT
303,0.090480475,0.556226764,08/07/2022,Bodywash Bottle,House Collection,NA,ENG WATT STREET
304,0.588564607,0.321603693,06/07/2022,Backpacks,Self Disposal,Alba E-waste Smart Recycling,NA
305,0.782975444,0.847742433,22/04/2022,Paper Towel Roll,House Collection,NA,BRADDELL HILL
306,0.711402348,0.707794474,02/09/2021,Modems,Self Disposal,NA,JALAN BATU
307,0.497805061,0.918242212,09/05/2021,Canned Food Can,House Collection,NA,JALAN UJI
308,0.883028386,0.771649505,17/06/2021,Printed Paper,Self Disposal,NA,TAMPINES STREET 34
309,0.67841715,0.204186599,20/11/2022,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
310,0.855736739,0.809960968,11/11/2022,Diaper,House Collection,NA,HIGHLAND TERRACE
311,0.059625781,0.656274983,30/08/2022,Bodywash Bottle,Self Disposal,NA,KALLANG WAY 2A
312,0.659261086,0.465372726,15/11/2022,Food Jar,Self Disposal,PWC-800 Super,NA
313,0.890275603,0.412828628,23/03/2021,Modems,Self Disposal,PWC-Sembwaste,NA
314,0.531744885,0.909636205,12/02/2022,Cutlery,Self Disposal,NA,BUKIT BATOK STREET 41
315,0.928055105,0.222899468,15/08/2022,Biscuits,Self Disposal,Gee Hoe Seng Pte Ltd,NA
316,0.657061874,0.074459343,22/08/2021,Disposable Wooden Chopstick,Self Disposal,Passiton.org,NA
317,0.36258062,0.274391098,19/03/2022,Shampoo Bottle,House Collection,Alba,NA
318,0.376937279,0.551260937,27/09/2022,Beer Bottle,Self Disposal,NA,LENGKOK BAHRU
319,0.038986424,0.604274948,26/02/2022,Aerosol Can,Self Disposal,NA,FARRER DRIVE
320,0.008135828,0.837140495,05/05/2021,Aerosol Can,House Collection,NA,THOMSON GREEN
321,0.196375415,0.498440577,08/02/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
322,0.967021433,0.948167775,04/10/2022,Watches,Self Disposal,NA,CANBERRA CRESCENT
323,0.392395761,0.270430756,14/11/2021,Beer Bottle,Self Disposal,Tidy,NA
324,0.986185051,0.751167736,17/02/2022,Walkers,Self Disposal,NA,BEDOK RIA PLACE
325,0.397597878,0.97833759,14/03/2021,Beer Bottle,House Collection,NA,SELETAR AEROSPACE HEIGHTS
326,0.829789255,0.323269312,18/12/2021,Crockery,Self Disposal,Alba E-waste Smart Recycling,NA
327,0.85432098,0.531061011,25/04/2021,Paper Plate,Self Disposal,NA,PEPYS ROAD
328,0.291749473,0.137525386,09/08/2021,Paint Container,Self Disposal,Ezi,NA
329,0.984781207,0.858273775,08/09/2021,Board Games,House Collection,NA,SUNSET CLOSE
330,0.412354968,0.830698946,21/04/2021,Biscuit Tin,Self Disposal,NA,MAYFLOWER AVENUE
331,0.063696375,0.354140294,22/01/2021,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
332,0.819298879,0.852093343,18/09/2021,Plastic Food Bottle,House Collection,NA,HINDHEDE DRIVE
333,0.278123747,0.424682562,19/01/2022,Paint Container,Self Disposal,PWC-Sembwaste,NA
334,0.190354141,0.380380665,31/03/2021,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
335,0.604114218,0.324417525,18/10/2021,Plastic Bag,Self Disposal,Alba E-waste Smart Recycling,NA
336,0.742916921,0.424681687,21/08/2021,Paper Envelope With Window,Self Disposal,PWC-Sembwaste,NA
337,0.544571946,0.725659171,07/07/2022,Plastic Clothes Hanger,Self Disposal,NA,JALAN KERIS
338,0.616208988,0.454762153,24/08/2021,Pyrex Glass,Self Disposal,PWC-800 Super,NA
339,0.201439385,0.581270879,16/04/2022,Glass Cosmetic Bottle,Self Disposal,NA,MOUNT SOPHIA
340,0.092378296,0.873929819,15/08/2022,Detergent Bottle,House Collection,NA,TEMBUSU CRESCENT
341,0.694674148,0.232881336,01/07/2021,Instant Noodle Bag,Self Disposal,Tidy,NA
342,0.984523422,0.806352407,27/10/2022,Pencils,Self Disposal,NA,PARRY VIEW
343,0.240091055,0.19960288,02/02/2022,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
344,0.647719484,0.737009387,19/09/2021,High Chairs,Self Disposal,NA,MINARET WALK
345,0.961862856,0.035753591,30/04/2021,Paper Towel Roll,House Collection,Greensquare,NA
346,0.805787311,0.461553808,09/03/2022,Pens,Self Disposal,PWC-800 Super,NA
347,0.398422024,0.428152272,14/02/2021,Beer Bottle,Self Disposal,PWC-Sembwaste,NA
348,0.001398108,0.01460068,07/05/2022,Aerosol Can,House Collection,Greensquare,NA
349,0.801430028,0.362036907,19/01/2021,Glass Plate,Self Disposal,Alba E-waste Smart Recycling,NA
350,0.531933687,0.828614736,12/05/2022,Computers,House Collection,NA,ANG MO KIO INDUSTRIAL PARK 2A
351,0.93265355,0.798093654,31/10/2021,Baking Glassware,Self Disposal,NA,COMPASSVALE ROAD
352,0.813177644,0.880777654,26/12/2021,Televisions,Self Disposal,NA,PIONEER SECTOR 3
353,0.958515209,0.379333641,19/05/2021,Plastic Food Bottle,House Collection,PWC-Alba-WH,NA
354,0.50060049,0.123435804,25/08/2022,Juice Carton,Self Disposal,Salvation Army,NA
355,0.164102482,0.119043082,19/07/2022,Facial Cleanser Bottle,Self Disposal,Salvation Army,NA
356,0.040622624,0.730083003,26/08/2021,Aerosol Can,Self Disposal,NA,AIDA STREET
357,0.891744589,0.9283196,27/05/2022,Long Fluorescent Tubes,Self Disposal,NA,LORONG PASU
358,0.310424738,0.888003891,12/03/2021,Paint Container,Self Disposal,NA,TUAS SOUTH STREET 6
359,0.616902409,0.286397323,13/02/2022,Wax Paper,House Collection,Alba,NA
360,0.553499566,0.573731033,22/03/2022,Printer Ink Cartridge,Self Disposal,NA,CLIVE STREET
361,0.742899544,0.783804308,18/07/2021,Paper Envelope With Window,Self Disposal,NA,JALAN HOCK CHYE
362,0.223029095,0.667186953,10/12/2021,Glass Cosmetic Bottle,House Collection,NA,MOUNT VERNON ROAD
363,0.737275875,0.979002646,05/08/2022,Aerosol Can,House Collection,NA,FERNVALE CLOSE
364,0.298858722,0.569782854,12/06/2021,Paint Container,Self Disposal,NA,UPPER WELD ROAD
365,0.983438293,0.184931183,14/07/2022,Tissue Box,Self Disposal,Gee Hoe Seng Pte Ltd,NA
366,0.323727916,0.53445163,08/05/2021,Shampoo Bottle,House Collection,NA,CANTERBURY ROAD
367,0.766731883,0.352801331,20/05/2022,Car Seats,Self Disposal,Alba E-waste Smart Recycling,NA
368,0.767905783,0.903277533,12/08/2021,Reusable Bags,Self Disposal,NA,JURONG WEST STREET 72
369,0.489587268,0.306403256,03/03/2021,Canned Food Can,House Collection,Alba,NA
370,0.179755855,0.230282642,29/10/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
371,0.813457004,0.049021784,28/11/2021,Cassette Tape,Self Disposal,Passiton.org,NA
372,0.174096785,0.841577264,13/03/2021,Facial Cleanser Bottle,Self Disposal,NA,JALAN SEMBILANG
373,0.41005828,0.558052896,26/03/2021,Biscuit Tin,House Collection,NA,SPOONER ROAD
374,0.07106863,0.429963641,29/05/2022,Bodywash Bottle,Self Disposal,PWC-Sembwaste,NA
375,0.521695312,0.461986258,27/06/2022,Brochure,Self Disposal,PWC-800 Super,NA
376,0.6081683,0.772481524,28/10/2021,Prams,House Collection,NA,TAMPINES AVENUE 9
377,0.448848192,0.173978693,15/03/2022,Biscuit Tin,Self Disposal,Ezi,NA
378,0.97440707,0.212112487,25/09/2021,Tissue Paper,Self Disposal,Gee Hoe Seng Pte Ltd,NA
379,0.508568136,0.757321366,29/08/2021,High Chairs,House Collection,NA,MARTLESHAM ROAD
380,0.972520304,0.855834557,08/01/2022,Cassette Tape,House Collection,NA,TOH TUCK WALK
381,0.677836891,0.180523317,26/03/2021,Detergent Bottle,Self Disposal,Ezi,NA
382,0.739232932,0.709680684,28/10/2021,Metal Drink Can,House Collection,NA,WAREHAM ROAD
383,0.106719395,0.258133584,30/03/2022,Detergent Bottle,Self Disposal,Tidy,NA
384,0.674771661,0.722607422,01/09/2022,Instant Noodle Bag,Self Disposal,NA,PALM ROAD
385,0.337161219,0.253002206,31/01/2022,Shampoo Bottle,Self Disposal,Tidy,NA
386,0.467802928,0.011704878,01/06/2021,Canned Food Can,House Collection,Greensquare,NA
387,0.654717785,0.658555926,09/05/2021,Drinking Straw,House Collection,NA,LICHI AVENUE
388,0.358215157,0.320910562,16/12/2021,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
389,0.345105018,0.525252401,31/05/2022,Shampoo Bottle,Self Disposal,NA,SPORTS DRIVE
390,0.207872269,0.807051697,28/06/2022,Glass Cosmetic Bottle,House Collection,NA,LORONG NAPIRI
391,0.393091261,0.565894597,05/09/2021,Beer Bottle,Self Disposal,NA,BALI LANE
392,0.483197547,0.719871748,16/09/2021,Canned Food Can,Self Disposal,NA,TOSCA TERRACE
393,0.288306543,0.009691008,27/04/2021,Paint Container,House Collection,Greensquare,NA
394,0.984002147,0.614739454,16/08/2022,Sandals,House Collection,NA,HOLLAND LINK
395,0.769775808,0.041907255,22/02/2022,Sofas,House Collection,Greensquare,NA
396,0.166847835,0.708984943,22/11/2021,Facial Cleanser Bottle,House Collection,NA,BROADRICK ROAD
397,0.385909847,0.819586191,09/10/2022,Beer Bottle,House Collection,NA,LI HWAN WALK
398,0.925797643,0.702977811,04/03/2021,Car Seats,Self Disposal,NA,LORONG 101 CHANGI
399,0.557397106,0.457060494,10/08/2021,Windows,Self Disposal,PWC-800 Super,NA
400,0.977155491,0.176076456,25/06/2022,Condiment Bottle,Self Disposal,Ezi,NA
401,0.19402941,0.043324405,28/02/2021,Glass Cosmetic Bottle,House Collection,Greensquare,NA
402,0.627856041,0.396079143,24/02/2021,High Chairs,House Collection,PWC-Alba-WH,NA
403,0.744195148,0.736685563,30/10/2021,Telephone Directory,House Collection,NA,RIVIERA DRIVE
404,0.133664793,0.257833793,13/02/2021,Detergent Bottle,Self Disposal,Tidy,NA
405,0.082856951,0.681596652,14/01/2022,Bodywash Bottle,House Collection,NA,LORONG 36 GEYLANG
406,0.789289589,0.762182359,14/04/2021,Rice,Self Disposal,NA,JALAN BATALONG EAST
407,0.813598677,0.542387201,18/10/2022,Ceramic,Self Disposal,NA,FUSIONOPOLIS PLACE
408,0.646343394,0.578814981,24/10/2021,Sports Shoes,House Collection,NA,HAMPSHIRE ROAD
409,0.924629161,0.721364178,28/12/2021,Sports Shoes,Self Disposal,NA,SIGLAP PLAIN
410,0.395360612,0.674036267,11/11/2022,Beer Bottle,Self Disposal,NA,SIMS AVENUE
411,0.483984905,0.807201372,01/10/2021,Canned Food Can,House Collection,NA,LORONG BUANG KOK
412,0.794015968,0.218383016,25/10/2021,Instant Noodle Bag,Self Disposal,Gee Hoe Seng Pte Ltd,NA
413,0.346643021,0.541677483,14/03/2021,Shampoo Bottle,House Collection,NA,CLEMENTI LOOP
414,0.873829746,0.791487014,24/08/2021,Melamine,House Collection,NA,JALAN RINDU
415,0.754362638,0.041865742,23/11/2022,Medicine Blister Pack,House Collection,Greensquare,NA
416,0.751917214,0.165900951,22/11/2022,Switches,Self Disposal,Ezi,NA
417,0.436669724,0.594700514,10/04/2021,Biscuit Tin,House Collection,NA,PEIRCE HILL
418,0.539516523,0.268183581,10/04/2021,Biscuit Tin,Self Disposal,Tidy,NA
419,0.149696018,0.685804299,19/09/2021,Facial Cleanser Bottle,House Collection,NA,UBI LINK
420,0.418290635,0.29240084,14/01/2021,Biscuit Tin,House Collection,Alba,NA
421,0.24203856,0.867533353,05/03/2022,Glass Medicine Bottle,Self Disposal,NA,BOON LAY WAY
422,0.870938452,0.268178076,27/09/2021,Servers,Self Disposal,Tidy,NA
423,0.370447269,0.913873031,17/11/2022,Beer Bottle,House Collection,NA,JALAN BATU NILAM
424,0.160018148,0.734452111,14/09/2022,Facial Cleanser Bottle,Self Disposal,NA,LIMAU RISE
425,0.299357121,0.344674368,09/08/2021,Paint Container,Self Disposal,Alba E-waste Smart Recycling,NA
426,0.187886357,0.108738637,18/01/2021,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
427,0.493169291,0.105985827,22/06/2022,Canned Food Can,Self Disposal,Salvation Army,NA
428,0.657092447,0.643161673,20/07/2022,Disposable Wooden Chopstick,Self Disposal,NA,GOLDHILL PLACE
429,0.483690124,0.070744388,05/01/2022,Canned Food Can,Self Disposal,Passiton.org,NA
430,0.700924113,0.239465413,05/02/2021,Calendar,Self Disposal,Tidy,NA
431,0.618285281,0.07394851,17/12/2021,Facial Cleanser Bottle,Self Disposal,Passiton.org,NA
432,0.804261528,0.375312389,16/01/2022,Carton Box,House Collection,PWC-Alba-WH,NA
433,0.403983936,0.778637921,08/10/2021,Beer Bottle,House Collection,NA,HOUGANG AVENUE 3
434,0.390812346,0.360906848,20/12/2021,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
435,0.758158,0.291941172,31/08/2022,Beer Bottle,House Collection,Alba,NA
436,0.200383705,0.14194861,27/02/2021,Glass Cosmetic Bottle,Self Disposal,Ezi,NA
437,0.69765746,0.273360517,23/01/2021,Detergent Bottle,House Collection,Alba,NA
438,0.484648538,0.37521653,16/07/2021,Canned Food Can,House Collection,PWC-Alba-WH,NA
439,0.51238421,0.649556498,03/03/2022,Laptops,House Collection,NA,SAINT WILFRED ROAD
440,0.599404647,0.08365952,11/06/2021,Canned Food Can,Self Disposal,Passiton.org,NA
441,0.38414743,0.94588649,16/11/2022,Beer Bottle,Self Disposal,NA,RIVERSIDE ROAD
442,0.883921488,0.901015805,29/11/2021,Paper Packaging,Self Disposal,NA,BOON LAY PLACE
443,0.9667379,0.659824592,18/10/2022,Reusable Bags,Self Disposal,NA,JALAN KEMBOJA
444,0.823578251,0.613139158,06/03/2022,Shredded Paper,Self Disposal,NA,BIN TONG PARK
445,0.458219795,0.71596519,30/05/2022,Canned Food Can,Self Disposal,NA,MARINE TERRACE
446,0.076247033,0.746099135,07/11/2021,Bodywash Bottle,House Collection,NA,SUNBIRD CIRCLE
447,0.510075697,0.56790175,05/03/2022,Shirts,Self Disposal,NA,BAGHDAD STREET
448,0.881721156,0.331187904,11/02/2021,Newspaper,Self Disposal,Alba E-waste Smart Recycling,NA
449,0.804415531,0.197214833,11/07/2021,Tissue Box,Self Disposal,Gee Hoe Seng Pte Ltd,NA
450,0.051884069,0.145312265,30/12/2021,Bodywash Bottle,Self Disposal,Ezi,NA
451,0.909274998,0.024672604,30/07/2022,Crockery,House Collection,Greensquare,NA
452,0.200019037,0.891828236,06/06/2022,Glass Cosmetic Bottle,House Collection,NA,LIEN YING CHOW DRIVE
453,0.910737125,0.944046059,27/06/2021,Servers,Self Disposal,NA,WOODLANDS CROSSING
454,0.636560336,0.871912415,15/10/2021,Toilet Paper,Self Disposal,NA,JALAN BOON LAY
455,0.714371395,0.831420569,03/02/2021,Drinking Straw,Self Disposal,NA,ANG MO KIO STREET 53
456,0.934344845,0.530231795,12/10/2021,Pyrex Glass,House Collection,NA,ROYAL ROAD
457,0.838605157,0.113689037,22/08/2021,Juice Carton,Self Disposal,Salvation Army,NA
458,0.187205582,0.587005575,24/05/2021,Glass Cosmetic Bottle,Self Disposal,NA,RODYK STREET
459,0.549400348,0.70002481,01/10/2021,Sunglasses,Self Disposal,NA,STANGEE PLACE
460,0.882537106,0.777715647,28/10/2021,Plastic Clothes Hanger,Self Disposal,NA,TAMPINES PLACE
461,0.174075412,0.442772083,01/09/2022,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,NA
462,0.741166807,0.508634911,24/09/2021,Flyer,House Collection,NA,KENG CHEOW STREET
463,0.769312279,0.805855397,22/09/2021,Rice,Self Disposal,NA,POH HUAT ROAD WEST
464,0.125338816,0.122070115,13/08/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
465,0.046305093,0.549901136,18/11/2022,Bodywash Bottle,Self Disposal,NA,STRATHMORE ROAD
466,0.446329185,0.199830319,27/04/2022,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,NA
467,0.010012551,0.456680351,17/05/2021,Aerosol Can,Self Disposal,PWC-800 Super,NA
468,0.207283317,0.730807334,11/10/2022,Glass Cosmetic Bottle,Self Disposal,NA,NEW UPPER CHANGI ROAD
469,0.971540374,0.632462884,08/06/2021,Clothes Dryers,Self Disposal,NA,PLYMOUTH AVENUE
470,0.772739375,0.31363398,01/07/2021,Clothes Dryers,House Collection,Alba,NA
471,0.313556971,0.470802086,05/11/2022,Paint Container,Self Disposal,PWC-800 Super,NA
472,0.790762743,0.758784013,12/05/2022,Mobile Telephones,Self Disposal,NA,TOH AVENUE
473,0.737111217,0.439358156,06/09/2022,Contact Lens Blister,Self Disposal,PWC-Sembwaste,NA
474,0.097819046,0.570520435,28/07/2022,Detergent Bottle,House Collection,NA,STURDEE ROAD NORTH
475,0.126653692,0.634492546,26/06/2022,Detergent Bottle,House Collection,NA,MERRYN TERRACE
476,0.838157916,0.543574575,21/05/2022,Food Jar,Self Disposal,NA,ROCHESTER DRIVE
477,0.562765346,0.685866519,06/12/2021,Glass Plate,House Collection,NA,UBI LINK
478,0.395909922,0.740570278,30/03/2021,Beer Bottle,House Collection,NA,BEDOK LANE
479,0.503347099,0.531402842,01/12/2022,Greeting Card,House Collection,NA,PASIR PANJANG CLOSE
480,0.999245211,0.420314827,01/09/2022,CD,Self Disposal,PWC-Sembwaste,NA
481,0.664399619,0.498212014,23/03/2022,Red Packet,Self Disposal,PWC-800 Super,NA
482,0.330209895,0.166978752,31/03/2022,Shampoo Bottle,Self Disposal,Ezi,NA
483,0.57431642,0.331943724,26/10/2021,Power Assisted Bicycles,Self Disposal,Alba E-waste Smart Recycling,NA
484,0.660236553,0.161909246,16/02/2022,Plastic Food Bottle,Self Disposal,Ezi,NA
485,0.289812493,0.171251851,27/05/2021,Paint Container,Self Disposal,Ezi,NA
486,0.520036043,0.45707675,21/02/2021,Food Jar,Self Disposal,PWC-800 Super,NA
487,0.577799467,0.472884059,29/03/2022,Sanitary Pad,Self Disposal,PWC-800 Super,NA
488,0.742094299,0.007134963,21/11/2021,Magazine Wrapper,House Collection,Greensquare,NA
489,0.219378528,0.439596697,08/07/2022,Glass Cosmetic Bottle,Self Disposal,PWC-Sembwaste,NA
490,0.236597269,0.112277651,30/10/2022,Glass Medicine Bottle,Self Disposal,Salvation Army,NA
491,0.414210675,0.648236061,22/10/2021,Biscuit Tin,House Collection,NA,LORONG LIMAU
492,0.91949375,0.667437269,08/08/2021,Bubble Wrap,Self Disposal,NA,BARTLEY ROAD
493,0.161172594,0.808331498,10/09/2021,Facial Cleanser Bottle,Self Disposal,NA,JOO HONG ROAD
494,0.544926733,0.386624682,18/10/2022,Printed Paper,House Collection,PWC-Alba-WH,NA
495,0.547214656,0.689686302,01/03/2022,Pencils,House Collection,NA,LORONG MARZUKI
496,0.546207949,0.742360923,05/04/2021,Irons,Self Disposal,NA,CHANGI SOUTH AVENUE 1
497,0.079102191,0.186675556,05/09/2022,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
498,0.599947192,0.015916754,27/07/2021,Juice Carton,House Collection,Greensquare,NA
499,0.141797158,0.272123349,02/04/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
500,0.914723463,0.279020061,16/02/2022,Tissue Paper,House Collection,Alba,NA
501,0.388024249,0.820159666,22/05/2022,Beer Bottle,Self Disposal,NA,LI HWAN DRIVE
502,0.03715843,0.22616494,14/01/2022,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,NA
503,0.538105103,0.534458585,15/08/2022,Coffee Capsules,House Collection,NA,CANTERBURY ROAD
504,0.704467809,0.197081935,27/01/2021,Telephone Directory,Self Disposal,Gee Hoe Seng Pte Ltd,NA
505,0.407684707,0.137670257,06/02/2022,Beer Bottle,Self Disposal,Ezi,NA
506,0.788250443,0.84161647,06/06/2022,Blouses,House Collection,NA,JALAN SAPPAN
507,0.376003243,0.028788283,17/08/2022,Beer Bottle,House Collection,Greensquare,NA
508,0.543502659,0.192009138,10/08/2021,Metal Bottle Cap,Self Disposal,Gee Hoe Seng Pte Ltd,NA
509,0.085523673,0.092660766,08/04/2022,Bodywash Bottle,Self Disposal,Salvation Army,NA
510,0.217496755,0.367096398,08/03/2021,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
511,0.683884589,0.775150641,24/10/2021,Plastic Egg Tray,Self Disposal,NA,TAMPINES STREET 91
512,0.673404622,0.287120254,22/11/2022,Electric Mobility Scooters,House Collection,Alba,NA
513,0.485611353,0.808194658,31/10/2022,Canned Food Can,Self Disposal,NA,KANG CHOO BIN ROAD
514,0.037576913,0.080449389,19/11/2021,Aerosol Can,Self Disposal,Passiton.org,NA
515,0.880660963,0.915503088,21/11/2022,Glass Bowl,Self Disposal,NA,PENDING ROAD
516,0.704543276,0.987699693,03/07/2022,Toilet Paper Roll,House Collection,NA,STRATTON DRIVE
517,0.950882345,0.069417885,07/07/2021,Tablets,Self Disposal,Passiton.org,NA
518,0.30071038,0.35380685,16/10/2021,Paint Container,Self Disposal,Alba E-waste Smart Recycling,NA
519,0.244784394,0.610414162,04/02/2022,Glass Medicine Bottle,Self Disposal,NA,LEEDON PARK
520,0.672022407,0.275322906,27/07/2021,Routers,House Collection,Alba,NA
521,0.506008123,0.902494839,29/07/2022,Carton Box,House Collection,NA,JURONG WEST STREET 61
522,0.865271627,0.229910586,09/07/2021,Pencils,Self Disposal,Tidy,NA
523,0.772154892,0.333834855,24/09/2021,Printer Ink Cartridge,Self Disposal,Alba E-waste Smart Recycling,NA
